Churn;Gender;SeniorCitizen;Partner;Dependents;Tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;DailyCharges;MonthlyCharges;AvgServiceCost;TotalCharges;ServiceCount;TenureGroup;Churn_binary
Yes;Female;No;Yes;No;18;No;No;Dsl;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;37,21;39,05;19,525;669,85;2;13–24;1
No;Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Electronic check;20,65;20,65;20,65;20,65;1;0–12;0
Yes;Female;No;Yes;No;58;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);105,94;109,45;18,241666666666667;6144,55;6;49–60;1
No;Female;No;Yes;No;59;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Mailed check;102,29;100,05;20,009999999999998;6034,85;5;49–60;0
No;Female;No;No;No;2;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;84,25;91,15;22,7875;168,5;4;0–12;0
No;Female;No;No;No;24;Yes;No;Dsl;Yes;No;No;Yes;No;No;Month-to-month;No;Credit card (automatic);57,55;56,35;18,783333333333335;1381,2;3;13–24;0
No;Female;No;Yes;No;47;Yes;No;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);19,61;19,65;19,65;921,55;1;37–48;0
Yes;Female;No;Yes;No;3;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);80,98;91,5;30,5;242,95;3;0–12;1
No;Female;No;Yes;No;55;Yes;No;Dsl;Yes;Yes;No;Yes;No;No;Two year;No;Mailed check;56,58;56,8;14,2;3112,05;4;49–60;0
Yes;Male;Yes;Yes;Yes;43;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);109,02;110,75;18,458333333333332;4687,9;6;37–48;1
Yes;Female;No;No;Yes;1;Yes;No;Dsl;No;No;No;No;No;No;Month-to-month;No;Mailed check;45,95;45,95;45,95;45,95;1;0–12;1
Yes;Male;No;No;No;11;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;71,98;73,5;36,75;791,75;2;0–12;1
No;Female;No;No;No;60;No;No;Dsl;Yes;No;Yes;No;Yes;Yes;Two year;No;Electronic check;53,95;53,6;13,4;3237,05;4;49–60;0
No;Male;No;No;Yes;72;No;No;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);64,88;67,2;11,200000000000001;4671,7;6;61–72;0
No;Female;No;Yes;Yes;69;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);24,25;25,6;25,6;1673,4;1;61–72;0
No;Male;Yes;Yes;No;29;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;81,3;84,3;42,15;2357,75;2;25–36;0
No;Female;No;Yes;Yes;71;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);89,33;89,9;12,842857142857143;6342,7;7;61–72;0
No;Female;No;Yes;No;48;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);105,91;105,1;21,02;5083,55;5;37–48;0
No;Male;No;Yes;No;36;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);95,56;95,0;31,666666666666668;3440,25;3;25–36;0
No;Male;Yes;Yes;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70,82;70,1;70,1;141,65;1;0–12;0
No;Female;No;Yes;No;50;Yes;Yes;Dsl;No;No;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);77,52;75,7;18,925;3876,2;4;49–60;0
No;Female;No;No;No;3;Yes;No;Dsl;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;81,37;75,3;15,059999999999999;244,1;5;0–12;0
No;Male;No;No;No;31;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;20,6;20,45;20,45;638,55;1;25–36;0
No;Male;No;No;Yes;63;No;No;Dsl;Yes;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);41,09;40,6;13,533333333333333;2588,95;3;61–72;0
No;Male;No;Yes;Yes;54;No;No;Dsl;No;No;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);44,89;46,0;15,333333333333334;2424,05;3;49–60;0
No;Female;No;Yes;Yes;56;Yes;Yes;Dsl;Yes;No;No;No;Yes;No;One year;No;Bank transfer (automatic);62,72;65,2;21,733333333333334;3512,15;3;49–60;0
No;Female;No;Yes;No;43;Yes;Yes;Dsl;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);83,13;86,45;14,408333333333333;3574,5;6;37–48;0
No;Male;No;No;No;25;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;107,44;105,5;17,583333333333332;2686,05;6;25–36;0
Yes;Male;Yes;No;No;25;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;106,21;105,95;21,19;2655,25;5;25–36;1
No;Female;No;Yes;No;62;Yes;No;Dsl;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);69,1;72,0;14,4;4284,2;5;61–72;0
No;Male;No;Yes;Yes;49;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);91,73;90,4;22,6;4494,65;4;49–60;0
No;Male;No;No;No;1;Yes;No;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45,8;45,8;45,8;45,8;1;0–12;0
No;Male;No;No;No;8;No;No;Dsl;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;27,06;29,35;29,35;216,45;1;0–12;0
Yes;Female;No;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,8;69,8;69,8;69,8;1;0–12;1
No;Male;Yes;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;115,72;114,5;16,357142857142858;8331,95;7;61–72;0
No;Female;No;Yes;Yes;63;Yes;No;Dsl;Yes;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);51,13;50,65;25,325;3221,25;2;61–72;0
No;Male;No;No;No;54;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Credit card (automatic);90,18;89,4;29,8;4869,5;3;49–60;0
Yes;Female;No;Yes;Yes;33;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Mailed check;105,06;103,7;20,740000000000002;3467,0;5;25–36;1
No;Male;No;No;No;31;Yes;Yes;Dsl;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;69,94;71,05;17,7625;2168,15;4;25–36;0
Yes;Male;No;No;No;10;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;100,85;98,55;24,6375;1008,55;4;0–12;1
No;Female;No;Yes;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);111,15;109,15;18,191666666666666;6557,75;6;49–60;0
No;Female;No;No;Yes;9;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic);96,69;93,0;18,6;870,25;5;0–12;0
Yes;Female;Yes;No;No;10;No;No;Dsl;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;29,14;29,65;29,65;291,4;1;0–12;1
Yes;Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Electronic check;19,95;19,95;19,95;19,95;1;0–12;1
No;Male;No;No;No;4;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;14,81;19,95;19,95;59,25;1;0–12;0
No;Male;Yes;No;No;38;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;96,13;94,75;31,583333333333332;3653,0;3;37–48;0
No;Female;No;No;No;16;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);75,8;75,1;37,55;1212,85;2;13–24;0
No;Male;No;No;No;67;Yes;No;No;No;No;No;No;No;No;Two year;No;Bank transfer (automatic);19,58;19,95;19,95;1311,75;1;61–72;0
No;Female;No;No;No;20;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;20,35;19,7;19,7;406,95;1;13–24;0
No;Female;No;Yes;No;64;Yes;No;Dsl;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;74,37;74,35;12,391666666666666;4759,55;6;61–72;0
No;Male;No;Yes;Yes;28;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);98,87;92,9;18,580000000000002;2768,35;5;25–36;0
No;Female;No;Yes;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);95,36;95,15;19,03;6770,85;5;61–72;0
No;Female;No;No;No;21;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;106,64;104,55;17,425;2239,4;6;13–24;0
No;Male;Yes;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;111,92;94,85;31,616666666666664;335,75;3;0–12;0
No;Male;No;Yes;Yes;31;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;One year;No;Bank transfer (automatic);99,42;98,05;24,5125;3082,1;4;25–36;0
No;Male;No;Yes;No;37;Yes;Yes;Dsl;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;54,89;55,05;27,525;2030,75;2;37–48;0
No;Male;No;Yes;Yes;68;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;109,82;110,2;18,366666666666667;7467,5;6;61–72;0
No;Female;No;No;No;34;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;85,19;85,35;42,675;2896,6;2;25–36;0
Yes;Female;No;No;No;9;No;No;Dsl;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Mailed check;59,98;58,5;11,7;539,85;5;0–12;1
No;Female;No;Yes;Yes;28;Yes;Yes;Dsl;No;No;No;No;No;No;Month-to-month;No;Mailed check;50,37;49,9;49,9;1410,25;1;25–36;0
No;Female;No;No;Yes;3;No;No;Dsl;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;30,02;29,65;29,65;90,05;1;0–12;0
No;Female;No;Yes;Yes;11;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);18,39;20,9;20,9;202,3;1;0–12;0
Yes;Female;No;No;No;2;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;80,38;75,8;37,9;160,75;2;0–12;1
No;Male;No;No;Yes;17;Yes;No;Dsl;No;No;No;No;No;No;One year;No;Mailed check;40,08;44,6;44,6;681,4;1;13–24;0
No;Male;No;Yes;Yes;69;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);105,24;106,35;17,724999999999998;7261,75;6;61–72;0
No;Male;No;Yes;No;37;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Two year;No;Mailed check;93,54;94,3;23,575;3460,95;4;37–48;0
Yes;Male;Yes;No;No;4;No;No;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);25,62;25,2;;102,5;0;0–12;1
Yes;Male;No;No;No;1;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);90,85;90,85;30,28333333333333;90,85;3;0–12;1
No;Female;No;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);111,16;108,5;18,083333333333332;8003,8;6;61–72;0
No;Male;No;Yes;Yes;8;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,94;94,75;23,6875;759,55;4;0–12;0
No;Female;No;Yes;Yes;49;No;No;Dsl;Yes;No;No;Yes;No;No;One year;Yes;Credit card (automatic);36,37;35,8;17,9;1782,0;2;49–60;0
No;Male;No;No;No;27;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);17,41;19,85;19,85;470,0;1;25–36;0
No;Male;No;No;No;4;Yes;Yes;Dsl;No;No;No;Yes;No;Yes;Month-to-month;No;Mailed check;59,3;65,55;21,849999999999998;237,2;3;0–12;0
No;Male;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);109,38;108,95;18,158333333333335;7875,0;6;61–72;0
No;Male;No;Yes;No;2;Yes;No;Dsl;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Mailed check;71,82;64,2;16,05;143,65;4;0–12;0
No;Male;No;No;No;2;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;23,85;19,95;19,95;47,7;1;0–12;0
No;Male;No;Yes;Yes;67;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;104,32;105,4;21,080000000000002;6989,45;5;61–72;0
Yes;Female;No;No;No;9;Yes;No;Dsl;No;Yes;No;Yes;Yes;No;Month-to-month;No;Mailed check;68,95;66,25;16,5625;620,55;4;0–12;1
Yes;Female;No;No;No;4;Yes;No;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;48,4;46,0;46,0;193,6;1;0–12;1
No;Male;No;No;No;22;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;72,74;78,85;39,425;1600,25;2;13–24;0
No;Female;No;No;No;48;Yes;No;Fiber optic;No;Yes;No;No;No;No;One year;No;Electronic check;78,6;75,15;37,575;3772,65;2;37–48;0
No;Female;No;No;No;47;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Mailed check;20,12;20,55;20,55;945,7;1;37–48;0
No;Female;No;Yes;No;66;Yes;Yes;Dsl;Yes;Yes;Yes;No;No;No;Two year;No;Bank transfer (automatic);66,22;66,9;16,725;4370,25;4;61–72;0
No;Female;No;No;Yes;37;Yes;No;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);20,42;20,3;20,3;755,4;1;37–48;0
Yes;Male;Yes;Yes;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,1;95,1;31,7;95,1;3;0–12;1
Yes;Male;Yes;Yes;Yes;22;No;No;Dsl;Yes;No;No;No;No;Yes;Month-to-month;No;Mailed check;40,01;40,05;20,025;880,2;2;13–24;1
No;Female;No;Yes;Yes;56;Yes;No;Dsl;Yes;Yes;Yes;No;No;No;Two year;Yes;Credit card (automatic);59,76;61,3;15,325;3346,8;4;49–60;0
No;Female;No;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);113,79;112,75;16,107142857142858;8192,6;7;61–72;0
No;Male;No;No;No;10;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);86,51;95,1;23,775;865,1;4;0–12;0
No;Male;No;No;No;9;Yes;No;Dsl;Yes;No;Yes;Yes;Yes;No;Month-to-month;Yes;Mailed check;72,58;69,5;13,9;653,25;5;0–12;0
No;Female;No;No;No;35;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);17,65;19,25;19,25;617,65;1;25–36;0
Yes;Male;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);69,5;69,5;69,5;69,5;1;0–12;1
No;Male;Yes;Yes;No;54;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);72,58;74,0;74,0;3919,15;1;49–60;0
Yes;Female;Yes;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;85,7;85,7;42,85;85,7;2;0–12;1
No;Male;No;No;No;63;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);103,75;104,75;20,95;6536,5;5;61–72;0
No;Female;Yes;No;No;53;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;One year;Yes;Mailed check;98,24;96,75;19,35;5206,55;5;49–60;0
Yes;Female;No;No;No;1;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;75,7;75,7;37,85;75,7;2;0–12;1
No;Male;No;Yes;Yes;67;Yes;No;Dsl;Yes;Yes;No;Yes;No;No;One year;No;Mailed check;59,61;60,05;15,0125;3994,05;4;61–72;0
No;Female;No;Yes;No;71;Yes;Yes;Dsl;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);83,02;83,3;13,883333333333333;5894,5;6;61–72;0
No;Female;No;Yes;Yes;42;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;One year;Yes;Credit card (automatic);93,42;94,45;23,6125;3923,8;4;37–48;0
No;Female;No;Yes;Yes;12;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);22,89;25,25;25,25;274,7;1;0–12;0
No;Male;Yes;Yes;No;57;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Electronic check;91,22;90,65;22,6625;5199,8;4;49–60;0
No;Male;No;Yes;Yes;35;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;One year;Yes;Electronic check;90,45;89,7;22,425;3165,6;4;25–36;0
No;Male;No;No;Yes;33;No;No;Dsl;Yes;No;No;Yes;No;No;One year;No;Credit card (automatic);33,76;34,05;17,025;1113,95;2;25–36;0
No;Male;No;Yes;Yes;62;Yes;Yes;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);23,81;24,8;24,8;1476,25;1;61–72;0
No;Male;No;No;No;25;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);78,09;74,3;37,15;1952,25;2;25–36;0
No;Female;No;Yes;No;26;Yes;No;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;No;Credit card (automatic);84,48;85,9;28,633333333333336;2196,45;3;25–36;0
Yes;Female;No;No;Yes;39;No;No;Dsl;No;No;Yes;No;No;No;Month-to-month;No;Credit card (automatic);29,01;30,1;30,1;1131,3;1;37–48;1
No;Female;No;No;No;34;Yes;No;Dsl;Yes;Yes;No;No;No;Yes;One year;No;Electronic check;60,38;64,35;16,0875;2053,05;4;25–36;0
No;Female;No;Yes;Yes;49;Yes;No;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;88,67;87,2;12,457142857142857;4345,0;7;49–60;0
Yes;Male;No;No;No;19;No;No;Dsl;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;38,6;39,65;19,825;733,35;2;13–24;1
No;Male;No;No;No;17;Yes;No;Dsl;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);54,95;55,5;18,5;934,15;3;13–24;0
No;Male;No;No;No;53;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;82,04;80,6;26,866666666666664;4348,1;3;49–60;0
No;Male;No;Yes;Yes;1;Yes;No;Dsl;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;48,75;48,75;24,375;48,75;2;0–12;0
No;Male;No;Yes;No;70;Yes;No;Dsl;Yes;Yes;No;Yes;No;Yes;Two year;No;Mailed check;66,63;67,95;13,59;4664,15;5;61–72;0
Yes;Female;No;No;No;2;Yes;No;Dsl;No;Yes;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);51,38;55,05;18,349999999999998;102,75;3;0–12;1
No;Male;No;No;No;28;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;No;Electronic check;93,79;91,0;22,75;2626,15;4;25–36;0
No;Male;No;No;No;27;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;22,04;20,3;20,3;595,05;1;25–36;0
No;Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);90,44;90,8;30,266666666666666;6511,8;3;61–72;0
No;Female;No;Yes;Yes;7;No;No;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;21,29;24,7;;149,05;0;0–12;0
No;Female;Yes;Yes;No;31;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,95;84,85;42,425;2633,4;2;25–36;0
Yes;Female;No;Yes;No;33;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;103,32;104,4;20,880000000000003;3409,6;5;25–36;1
No;Male;No;Yes;Yes;68;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);24,48;24,0;24,0;1664,3;1;61–72;0
No;Male;No;No;No;32;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;89,73;91,05;30,349999999999998;2871,5;3;25–36;0
No;Male;No;No;No;4;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;19,73;19,0;19,0;78,9;1;0–12;0
No;Male;No;No;No;64;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);103,18;100,3;20,06;6603,8;5;61–72;0
No;Male;No;No;No;26;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;82,56;85,75;28,583333333333332;2146,5;3;25–36;0
No;Male;Yes;Yes;No;71;No;No;Dsl;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);47,23;46,35;11,5875;3353,4;4;61–72;0
Yes;Male;No;No;No;13;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;77,59;80,85;40,425;1008,7;2;13–24;1
No;Female;No;No;No;41;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);96,56;98,8;19,759999999999998;3959,15;5;37–48;0
Yes;Male;No;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;81,21;86,55;43,275;649,65;2;0–12;1
No;Female;No;No;No;41;Yes;No;No;No;No;No;No;No;No;Two year;Yes;Mailed check;19,77;19,85;19,85;810,45;1;37–48;0
No;Female;No;No;No;47;Yes;No;Dsl;No;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;74,69;74,45;14,89;3510,3;5;37–48;0
No;Female;No;Yes;No;29;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,11;74,95;74,95;2149,05;1;25–36;0
Yes;Male;Yes;No;No;8;No;No;Dsl;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;27,74;29,4;29,4;221,9;1;0–12;1
Yes;Female;No;No;No;57;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);113,42;112,95;18,825;6465,0;6;49–60;1
No;Female;No;No;No;42;Yes;No;Dsl;Yes;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);60,39;59,65;14,9125;2536,55;4;37–48;0
No;Female;No;No;No;57;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);85,7;87,55;21,8875;4884,85;4;49–60;0
Yes;Male;Yes;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,7;74,7;74,7;74,7;1;0–12;1
No;Male;No;Yes;Yes;45;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;20,65;20,35;20,35;929,2;1;37–48;0
No;Male;No;No;No;54;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);79,78;79,85;39,925;4308,25;2;49–60;0
Yes;Male;Yes;Yes;No;33;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,11;94,5;31,5;3105,55;3;25–36;1
No;Female;No;Yes;No;52;No;No;Dsl;Yes;No;Yes;No;No;No;One year;No;Mailed check;37,67;35,45;17,725;1958,95;2;49–60;0
No;Male;No;Yes;Yes;71;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;89,09;90,35;12,907142857142857;6325,25;7;61–72;0
No;Female;Yes;Yes;Yes;72;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);93,28;90,15;12,87857142857143;6716,45;7;61–72;0
No;Male;No;Yes;No;72;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);88,46;90,25;12,892857142857142;6369,45;7;61–72;0
No;Female;No;Yes;Yes;40;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Mailed check;25,62;24,8;24,8;1024,7;1;37–48;0
No;Female;No;Yes;Yes;64;No;No;Dsl;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Electronic check;53,49;54,6;13,65;3423,5;4;61–72;0
No;Female;No;Yes;Yes;26;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);19,0;20,25;20,25;493,95;1;25–36;0
Yes;Female;No;No;No;4;No;No;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;21,65;24,45;;86,6;0;0–12;1
No;Male;No;Yes;Yes;52;Yes;No;No;No;No;No;No;No;No;One year;Yes;Credit card (automatic);20,61;20,85;20,85;1071,6;1;49–60;0
No;Female;Yes;Yes;No;62;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Credit card (automatic);95,75;97,95;24,4875;5936,55;4;61–72;0
No;Male;No;Yes;Yes;42;Yes;No;Dsl;No;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;73,53;73,15;14,63;3088,25;5;37–48;0
No;Male;Yes;No;No;11;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);75,25;79,15;39,575;827,7;2;0–12;0
Yes;Male;No;Yes;Yes;68;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;115,53;113,15;16,164285714285715;7856,0;7;61–72;1
No;Female;No;Yes;Yes;41;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);94,97;94,3;23,575;3893,6;4;37–48;0
No;Male;No;Yes;Yes;72;No;No;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);65,55;64,8;10,799999999999999;4719,75;6;61–72;0
Yes;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;80,85;80,85;40,425;80,85;2;0–12;1
Yes;Female;Yes;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;65,82;69,6;69,6;131,65;1;0–12;1
Yes;Female;Yes;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;93,72;85,55;42,775;187,45;2;0–12;1
